Processed DateTime,Device Make,Aperture (f/_),ISO,Image Width,File Path,Filename,File Size,Focal Length (mm),Image DateTime,Device Model,Image Format,Image Mode,Megapixels,Image Height,Shutter Speed,Image Size
2020-10-27 14:37:22.931043,RaspberryPi,2.0,50,2560,/home/pi/picamera/output/2020-10-27 11:32:35 cartoon.jpg,2020-10-27 11:32:35 cartoon.jpg,2795877,3.039,2020-10-27 11:32:35,RP_imx219,JPEG,RGB,4.9,1920,0.001257,"(2560, 1920)"
2020-10-27 14:37:22.931043,RaspberryPi,2.0,50,2560,/home/pi/picamera/output/2020-10-27 11:14:44 colorpoint.jpg,2020-10-27 11:14:44 colorpoint.jpg,3133595,3.039,2020-10-27 11:14:44,RP_imx219,JPEG,RGB,4.9,1920,0.00137,"(2560, 1920)"
2020-10-27 14:37:22.931043,RaspberryPi,2.0,50,2560,/home/pi/picamera/output/2020-10-27 11:46:41 cartoon.jpg,2020-10-27 11:46:41 cartoon.jpg,3230509,3.039,2020-10-27 11:46:41,RP_imx219,JPEG,RGB,4.9,1920,0.000766,"(2560, 1920)"
2020-10-27 14:37:22.931043,RaspberryPi,2.0,50,2560,/home/pi/picamera/output/2020-10-27 10:40:53 oilpaint.jpg,2020-10-27 10:40:53 oilpaint.jpg,2980258,3.039,2020-10-27 10:40:53,RP_imx219,JPEG,RGB,4.9,1920,0.0019,"(2560, 1920)"
2020-10-27 14:37:22.931043,RaspberryPi,2.0,50,2560,/home/pi/picamera/output/2020-10-27 11:16:15 cartoon.jpg,2020-10-27 11:16:15 cartoon.jpg,2878745,3.039,2020-10-27 11:16:15,RP_imx219,JPEG,RGB,4.9,1920,0.00137,"(2560, 1920)"
2020-10-27 14:37:22.931043,RaspberryPi,2.0,50,2560,/home/pi/picamera/output/2020-10-27 11:46:49 oilpaint.jpg,2020-10-27 11:46:49 oilpaint.jpg,3255046,3.039,2020-10-27 11:46:49,RP_imx219,JPEG,RGB,4.9,1920,0.000709,"(2560, 1920)"
2020-10-27 14:37:22.931043,RaspberryPi,2.0,50,2560,/home/pi/picamera/output/2020-10-27 11:16:17 negative.jpg,2020-10-27 11:16:17 negative.jpg,3137068,3.039,2020-10-27 11:16:17,RP_imx219,JPEG,RGB,4.9,1920,0.00137,"(2560, 1920)"
2020-10-27 14:37:22.931043,RaspberryPi,2.0,50,2560,/home/pi/picamera/output/2020-10-27 11:18:17 solarize.jpg,2020-10-27 11:18:17 solarize.jpg,3076036,3.039,2020-10-27 11:18:17,RP_imx219,JPEG,RGB,4.9,1920,0.001352,"(2560, 1920)"
2020-10-27 14:37:22.931043,RaspberryPi,2.0,50,1280,/home/pi/picamera/output/2020-10-09 10:41:11 cartoon.jpg,2020-10-09 10:41:11 cartoon.jpg,787890,3.039,2020-10-09 10:41:11,RP_imx219,JPEG,RGB,1.2,960,0.001692,"(1280, 960)"
2020-10-27 14:37:22.931043,RaspberryPi,2.0,50,1280,/home/pi/picamera/output/2020-10-09 10:41:18 oilpaint.jpg,2020-10-09 10:41:18 oilpaint.jpg,881913,3.039,2020-10-09 10:41:18,RP_imx219,JPEG,RGB,1.2,960,0.001692,"(1280, 960)"
2020-10-27 14:37:22.931043,RaspberryPi,2.0,50,2560,/home/pi/picamera/output/2020-10-27 11:18:14 oilpaint.jpg,2020-10-27 11:18:14 oilpaint.jpg,3271543,3.039,2020-10-27 11:18:14,RP_imx219,JPEG,RGB,4.9,1920,0.001352,"(2560, 1920)"
2020-10-27 14:37:22.931043,RaspberryPi,2.0,50,2560,/home/pi/picamera/output/2020-10-27 11:14:41 solarize.jpg,2020-10-27 11:14:41 solarize.jpg,3071386,3.039,2020-10-27 11:14:41,RP_imx219,JPEG,RGB,4.9,1920,0.00137,"(2560, 1920)"
2020-10-27 14:37:22.931043,RaspberryPi,2.0,50,2560,/home/pi/picamera/output/2020-10-09 13:23:41 oilpaint.jpg,2020-10-09 13:23:41 oilpaint.jpg,3136467,3.039,2020-10-09 13:23:41,RP_imx219,JPEG,RGB,4.9,1920,0.00035,"(2560, 1920)"
2020-10-27 14:37:22.931043,RaspberryPi,2.0,50,2560,/home/pi/picamera/output/2020-10-27 11:18:08 negative.jpg,2020-10-27 11:18:08 negative.jpg,3140108,3.039,2020-10-27 11:18:08,RP_imx219,JPEG,RGB,4.9,1920,0.00137,"(2560, 1920)"
2020-10-27 14:37:22.931043,RaspberryPi,2.0,50,2560,/home/pi/picamera/output/2020-10-27 11:14:35 emboss.jpg,2020-10-27 11:14:35 emboss.jpg,3992898,3.039,2020-10-27 11:14:35,RP_imx219,JPEG,RGB,4.9,1920,0.00137,"(2560, 1920)"
